"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2020/11/01","北海道","札幌市",1959313,384487,19.6,"2020/01/01","2020/11/01",11002
"2020/11/01","北海道","函館市",255308,45868,18.0,"2020/01/01","2020/11/01",12025
"2020/11/01","北海道","小樽市",114425,23030,20.1,"2020/01/01","2020/11/01",12033
"2020/11/01","北海道","旭川市",334070,61776,18.5,"2020/01/01","2020/11/01",12041
"2020/11/01","北海道","室蘭市",82977,18791,22.6,"2020/01/01","2020/11/01",12050
"2020/11/01","北海道","釧路市",168086,36474,21.7,"2020/01/01","2020/11/01",12068
"2020/11/01","北海道","帯広市",166043,26483,15.9,"2020/01/01","2020/11/01",12076
"2020/11/01","北海道","北見市",116630,21555,18.5,"2020/01/01","2020/11/01",12084
"2020/11/01","北海道","夕張市",7769,1444,18.6,"2020/01/01","2020/11/01",12092
"2020/11/01","北海道","岩見沢市",80410,15883,19.8,"2020/01/01","2020/11/01",12106
"2020/11/01","北海道","網走市",35039,6394,18.2,"2020/01/01","2020/11/01",12114
"2020/11/01","北海道","留萌市",20715,4040,19.5,"2020/01/01","2020/11/01",12122
"2020/11/01","北海道","苫小牧市",171242,38811,22.7,"2020/01/01","2020/11/01",12131
"2020/11/01","北海道","稚内市",33605,7811,23.2,"2020/01/01","2020/11/01",12149
"2020/11/01","北海道","美唄市",21058,4095,19.4,"2020/01/01","2020/11/01",12157
"2020/11/01","北海道","芦別市",13204,2627,19.9,"2020/01/01","2020/11/01",12165
"2020/11/01","北海道","江別市",119580,22100,18.5,"2020/01/01","2020/11/01",12173
"2020/11/01","北海道","赤平市",9906,2015,20.3,"2020/01/01","2020/11/01",12181
"2020/11/01","北海道","紋別市",21582,2956,13.7,"2020/01/01","2020/11/01",12190
"2020/11/01","北海道","士別市",18562,3281,17.7,"2020/01/01","2020/11/01",12203
"2020/11/01","北海道","名寄市",27277,6213,22.8,"2020/01/01","2020/11/01",12211
"2020/11/01","北海道","三笠市",8302,2034,24.5,"2020/01/01","2020/11/01",12220
"2020/11/01","北海道","根室市",25457,4085,16.0,"2020/01/01","2020/11/01",12238
